card_name,grade,snapshot_date,avg_sale_price,median_sale_price,sale_count,active_listing_count,source
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-06-25,206.63,206.13,3,11,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-06-25,92.02,92.83,3,18,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-06-25,118.42,118.45,5,28,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-06-26,1421.03,1418.14,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-06-26,545.2,548.19,2,6,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-06-26,214.86,214.68,2,12,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-06-26,96.18,95.83,4,17,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-06-26,126.1,124.86,6,27,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-06-27,1415.59,1418.19,2,6,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-06-27,540.52,536.78,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-06-27,214.79,214.81,2,11,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-06-27,89.98,89.3,4,16,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-06-27,117.42,117.3,5,26,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-06-28,1345.91,1352.15,1,6,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-06-28,574.98,572.14,2,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-06-28,210.06,209.82,3,11,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-06-28,96.43,96.42,4,16,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-06-28,114.06,114.73,6,27,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-06-29,1346.28,1338.06,1,6,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-06-29,576.69,573.91,2,6,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-06-29,205.72,205.4,2,11,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-06-29,92.8,92.66,4,17,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-06-29,118.2,118.77,6,25,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-06-30,1337.71,1348.86,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-06-30,557.36,556.18,2,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-06-30,211.09,209.78,2,11,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-06-30,88.83,88.92,4,17,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-06-30,125.65,124.71,6,25,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-01,1397.36,1391.31,2,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-01,564.2,561.75,1,6,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-01,210.86,212.81,2,11,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-01,99.55,99.96,4,17,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-01,124.25,123.92,6,26,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-02,1369.47,1382.13,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-02,573.28,572.61,1,6,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-02,227.37,227.42,2,10,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-02,91.95,92.69,4,17,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-02,119.68,119.26,5,23,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-03,1430.69,1419.84,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-03,575.57,573.02,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-03,211.17,209.26,3,10,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-03,93.93,93.82,3,16,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-03,117.87,117.3,6,25,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-04,1340.6,1340.74,2,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-04,611.25,610.53,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-04,219.47,219.67,2,10,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-04,95.55,94.62,4,16,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-04,122.36,122.02,5,24,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-05,1390.34,1392.49,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-05,572.88,576.8,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-05,213.57,213.15,3,10,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-05,91.61,91.84,3,16,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-05,119.58,118.7,5,24,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-06,1471.09,1461.82,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-06,601.96,604.84,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-06,212.85,210.75,2,10,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-06,96.29,96.44,4,15,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-06,126.9,127,6,23,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-07,1394.56,1386.49,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-07,607.01,607.51,2,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-07,224.8,223.32,3,9,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-07,97.84,97.43,4,14,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-07,123.77,124.9,5,22,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-08,1408.06,1416.17,2,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-08,598.36,601.92,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-08,219.56,221.56,2,9,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-08,90.27,90.08,4,15,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-08,128.83,129.7,6,23,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-09,1399.01,1396.73,2,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-09,584.95,587.85,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-09,219.37,219.54,2,9,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-09,99.3,98.47,3,14,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-09,127.8,128.18,5,24,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-10,1451.28,1446.3,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-10,624.96,628.9,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-10,232.42,230.81,2,10,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-10,93.53,93.45,3,15,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-10,128.7,129.3,6,21,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-11,1502.11,1510.65,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-11,610.5,606.36,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-11,227.36,227.87,2,9,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-11,96.14,96.85,4,15,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-11,129.7,128.54,5,22,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-12,1416.32,1415.86,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-12,598.7,593.64,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-12,221.22,222.18,3,9,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-12,95.91,96.77,4,14,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-12,122.2,121.49,5,22,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-13,1455.98,1469.78,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-13,578.39,573.67,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-13,213.54,212.45,2,9,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-13,99.97,99.06,4,13,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-13,129.38,129.42,6,20,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-14,1436.64,1423,2,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-14,610.37,606.1,1,5,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-14,220.99,220.13,2,9,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-14,93.79,94.17,4,14,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-14,130.62,131.25,6,22,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-15,1437.41,1436.69,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-15,637.39,640.75,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-15,230.37,231.46,2,9,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-15,98.21,97.49,4,14,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-15,120.76,120.48,6,19,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-16,1517.1,1526.23,2,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-16,582.15,581.82,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-16,225.14,225.82,2,8,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-16,96.96,96.55,4,14,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-16,127.16,126.19,5,21,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-17,1452.84,1466.19,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-17,628.93,634.89,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-17,236.38,237.3,2,9,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-17,100.11,99.18,4,13,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-17,128.95,130.18,5,20,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-18,1521.41,1510.81,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-18,615.63,616.76,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-18,225.86,223.96,3,9,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-18,95.82,96.42,3,12,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-18,128.42,129.53,5,20,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-19,1501.78,1500.99,2,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-19,636.42,641.59,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-19,243.5,243.7,3,8,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-19,99.59,98.61,4,12,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-19,133.89,135.18,5,20,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-20,1492.55,1498.84,2,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-20,646.76,648.52,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-20,227.29,229.52,2,9,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-20,102.7,102.22,4,13,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-20,129.74,128.65,6,19,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-21,1509.2,1517.44,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-21,602.76,604.35,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-21,225.04,224.99,3,8,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-21,99.89,100.2,3,12,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-21,128.72,128.97,6,19,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-22,1488.48,1494.04,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-22,593.8,588.66,2,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-22,237.68,235.52,2,8,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-22,104.89,105.76,4,12,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-22,129.84,129.39,5,19,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-23,1421.94,1429.72,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-23,633.1,632.22,2,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-23,220.18,221.97,2,8,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-23,96.53,96.29,4,11,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-23,129.68,129.57,5,17,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-24,1485.97,1498.34,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-24,631.51,637.37,2,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-24,215.46,215.93,2,8,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-24,99.1,100.07,3,11,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-24,125.32,125.07,6,17,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_8,2026-07-25,1481.67,1475.71,1,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_9_2,2026-07-25,640.94,640.93,2,4,seed_csv
Berserk Vol. 1 (1st Printing),cgc_6_5,2026-07-25,239.5,237.98,2,7,seed_csv
Berserk Vol. 1 (1st Printing),cgc_4_0,2026-07-25,101.77,101.04,4,11,seed_csv
Berserk Vol. 1 (1st Printing),raw,2026-07-25,135.67,134.47,5,17,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-10-29,346.12,343.46,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-10-29,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-10-29,52.26,52.52,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-10-29,24.5,24.33,2,19,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-10-29,32.16,32.36,3,29,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-10-30,340.52,340.01,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-10-30,145.49,145.71,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-10-30,53.68,53.87,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-10-30,26.36,26.57,2,17,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-10-30,31.47,31.54,3,30,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-10-31,338.21,337.89,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-10-31,146.14,147.15,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-10-31,55.71,56.01,1,13,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-10-31,23.51,23.55,2,17,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-10-31,32.37,32.64,2,29,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-01,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-01,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-01,57.84,57.76,1,11,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-01,24.82,24.97,1,18,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-01,31.52,31.56,3,28,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-02,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-02,151.64,152.4,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-02,56.78,57.28,1,13,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-02,24.28,24.34,1,17,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-02,31.38,31.35,2,28,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-03,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-03,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-03,58.52,58.01,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-03,24.8,24.66,2,19,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-03,32.72,32.67,2,28,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-04,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-04,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-04,54.02,53.73,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-04,25.98,26.13,2,17,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-04,30.34,30.27,2,29,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-05,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-05,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-05,55.81,55.78,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-05,25.04,25.15,2,19,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-05,31.97,32.21,2,29,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-06,330.28,330.69,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-06,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-06,56.12,56.16,1,13,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-06,25.09,25.28,1,19,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-06,31.57,31.45,2,28,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-07,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-07,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-07,55.01,54.82,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-07,25.7,25.92,2,19,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-07,32.61,32.59,3,28,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-08,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-08,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-08,54.45,53.93,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-08,24.35,24.23,1,17,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-08,31.63,31.88,2,29,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-09,347.32,343.88,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-09,139.87,140.78,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-09,56.32,56.51,1,13,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-09,24.81,25.02,2,17,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-09,30.66,30.93,2,29,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-10,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-10,150.39,149.3,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-10,57.68,57.91,1,11,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-10,23.25,23.03,2,19,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-10,31.57,31.33,3,27,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-11,358.68,359.52,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-11,150.18,149.92,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-11,56.79,56.46,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-11,25.31,25.39,2,19,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-11,30.19,30.4,2,29,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-12,354.58,354.67,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-12,143.22,142.87,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-12,54.27,54.03,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-12,25.44,25.54,2,18,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-12,32.54,32.76,3,27,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-13,359.02,357.29,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-13,152.1,153.55,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-13,58.94,59.14,1,11,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-13,24.11,24.26,1,18,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-13,32.27,32.51,3,28,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-14,334.1,331.86,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-14,147.47,147.54,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-14,54.32,53.86,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-14,25.36,25.33,1,17,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-14,32.13,31.97,3,29,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-15,335.05,336.58,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-15,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-15,58.05,57.72,1,13,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-15,23.22,23.42,2,17,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-15,32.61,32.54,3,28,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-16,372.57,373.68,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-16,146.35,146.77,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-16,56.17,55.65,1,11,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-16,23.87,23.88,1,17,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-16,30.61,30.61,2,27,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-17,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-17,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-17,55.93,55.48,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-17,24.67,24.51,2,18,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-17,31.67,31.4,3,29,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-18,348.54,347.56,1,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-18,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-18,56.47,56.58,1,12,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-18,25.96,26.16,1,19,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-18,32.15,32.37,3,29,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-19,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-19,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_6_5,2025-11-19,57.82,57.9,1,11,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_4_0,2025-11-19,23.55,23.61,2,18,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),raw,2025-11-19,31.77,31.57,2,28,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_8,2025-11-20,,,0,6,seed_csv
Fullmetal Alchemist Vol. 1 (1st Printing),cgc_9_2,2025-11-20,153.9,154.16,1,6,seed_csv
